N,bits,a,t,n_work,backend,depth,two_qubit_gates,shots,run_status,top1_success,factor_yield_mass,strict_baseline_fp_rate,yield_vs_baseline_ratio,exploratory_yield_mass,exploratory_baseline_fp_rate,exploratory_yield_ratio,factor_found_in_histogram,dominant_outcome_success,near_peak_bins_count,r_true,peaks_total,peaks_hit,peak_hit_fraction,mass_near_peaks,best_bit_order,uniform_peak_mass,peak_enrichment,strict_success,p,q,r_min,runtime_sec
15,4,7,8,4,Helios-1,840,328,8,completed,False,0.25,0.057617,4.339,1.0,1.0,1.0,True,False,12,4,4,3,0.75,0.5,raw,0.046875,10.6667,True,3,5,4,955.064461
