N,bits,a,t,n_work,backend,depth,two_qubit_gates,shots,run_status,top1_success,factor_yield_mass,strict_baseline_fp_rate,yield_vs_baseline_ratio,exploratory_yield_mass,exploratory_baseline_fp_rate,exploratory_yield_ratio,factor_found_in_histogram,dominant_outcome_success,near_peak_bins_count,r_true,peaks_total,peaks_hit,peak_hit_fraction,mass_near_peaks,best_bit_order,uniform_peak_mass,peak_enrichment,strict_success,p,q,r_min,runtime_sec
21,5,2,10,5,Helios-1E,30017,10130,1024,completed,False,0.03125,0.021973,1.4222,1.0,1.0,1.0,False,False,18,6,6,6,1.0,0.022461,reversed,0.017578,1.2778,False,,,,15865.189845
